Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9471 1755.01
0.9479 1752.41
0.9486 1739.21
0.9496 1726.46
0.9508 1711.0
0.952 1694.86
0.9528 1691.22
0.9526 1698.5
0.9517 1711.07
0.9497 1738.57
0.9488 1758.12
0.9485 1784.37
0.9472 1791.88
0.9474 1786.99
0.948 1786.79
0.9478 1765.69
0.9486 1741.83
0.9494 1727.49
0.9495 1703.44
0.9496 1691.56
0.9506 1687.55
0.9506 1690.87
0.9514 1691.09
0.9508 1689.2
0.9505 1685.72
0.9504 1686.23
0.9503 1678.7
0.9505 1671.52
0.9499 1672.94
0.95 1676.3
0.9491 1688.28
0.9491 1688.5
0.9497 1687.47
0.9495 1677.85
0.9504 1657.65
0.9511 1637.52
0.9521 1618.06
0.9529 1606.56
0.9533 1600.97
0.9537 1601.75
0.9531 1601.93
0.9528 1611.03
0.9529 1627.55
0.952 1640.44
0.9522 1652.0
0.9517 1658.35
0.9518 1659.36
0.9514 1652.46
0.9513 1638.69
0.9515 1630.38
0.9517 1642.38
0.9501 1672.17
0.9492 1704.55
0.948 1714.51
0.9491 1695.08
0.9504 1661.76
0.9524 1626.51
0.9523 1605.85
0.9526 1598.92
0.9526 1601.55
0.9524 1607.5
0.9517 1622.9
0.9515 1631.99
0.9506 1641.89
0.9514 1647.36
0.9515 1642.9
0.952 1647.34
0.9518 1656.94
0.9531 1656.89
0.9532 1668.98
0.9528 1686.86
0.9521 1687.09
0.952 1686.51
0.9526 1675.68
0.9531 1660.92
0.9536 1658.46
0.9532 1669.01
0.9523 1688.42
0.9511 1716.34
0.9491 1752.69
0.9491 1781.93
0.9474 1811.84
0.9467 1816.42
0.9465 1812.55
0.9466 1797.88
0.9484 1764.56
0.9486 1731.26
0.949 1701.78
0.9502 1675.35
0.9509 1650.2
0.9522 1626.25
0.9526 1606.64
0.9526 1596.58
0.9526 1591.54
0.9533 1591.2
0.9539 1588.51
0.9529 1593.5
0.9522 1595.43
0.9522 1601.39
0.9527 1606.92
0.9531 1611.09
0.9528 1619.75
0.953 1622.18
0.9534 1620.45
0.9532 1622.22
0.9525 1624.68
0.9534 1621.52
0.9531 1619.45
0.953 1617.77
0.9538 1619.12
0.9539 1620.0
0.9532 1622.45
0.9532 1615.75
0.9535 1604.05
0.9542 1593.96
0.9538 1582.91
0.9537 1573.46
0.9535 1567.2
0.9533 1571.41
0.9521 1586.46
0.9515 1592.24
0.9512 1600.35
0.9512 1584.8
0.9521 1572.17
0.9529 1557.46
0.9534 1553.47
0.9533 1555.07
0.9524 1561.24
0.9533 1555.19
0.9537 1549.64
0.9535 1542.93
0.9538 1531.71
0.9534 1528.06
0.9531 1529.41
0.9529 1531.52
0.9534 1536.98
0.9527 1542.04
0.9536 1542.19
0.9543 1540.78
0.9534 1542.89
0.9534 1544.88
0.9535 1558.48
0.9536 1569.61
0.9528 1579.33
0.9518 1594.59
0.9529 1582.57
0.9537 1572.28
0.955 1547.01
0.9564 1519.55
0.9558 1504.2
0.9566 1489.25
0.9558 1487.02
0.9553 1496.24
0.9551 1512.03
0.9545 1526.16
0.9542 1535.0
0.9533 1543.22
0.9531 1537.27
0.9536 1528.86
0.9539 1523.79
0.9537 1513.84
0.9547 1503.23
0.9553 1504.29
0.9558 1499.39
0.9551 1501.93
0.9556 1498.82
0.9557 1502.19
0.9552 1510.73
0.9555 1522.71
0.9564 1538.54
0.9562 1552.64
0.9565 1561.57
0.9562 1559.05
0.9554 1540.83
0.9557 1523.92
0.9555 1519.63
0.9546 1526.09
0.9532 1537.79
0.9522 1549.64
0.9514 1566.47
0.9506 1580.52
0.951 1584.07
0.9513 1585.54
0.9519 1586.76
0.9511 1583.37
0.9507 1583.2
0.9505 1578.19
0.9518 1557.49
0.9532 1536.12
0.9539 1525.87
0.9548 1505.66
0.9558 1487.87
0.9567 1473.9
0.9568 1463.9
0.9574 1453.45
0.9577 1451.27
0.958 1452.64
0.9582 1458.56
0.9583 1471.63
0.9575 1473.71
0.9579 1476.33
0.9571 1481.05
0.9571 1486.79
0.9564 1491.56
0.9557 1497.24
0.9552 1504.2
0.9544 1499.14
0.9554 1486.62
0.9555 1467.11
0.9557 1464.27
0.9554 1477.86
0.9556 1489.4
0.9551 1494.15
0.9557 1494.53
0.9556 1490.58
0.9554 1481.36
0.9559 1472.3
0.9562 1467.58
0.9552 1465.48
0.9557 1459.66
0.9556 1460.54
0.9558 1463.16
0.956 1462.11
0.9565 1457.22
0.9559 1453.51
0.9558 1449.57
0.956 1450.41
0.9567 1454.7
0.9562 1463.16
0.9565 1461.5
0.9567 1457.71
0.9568 1448.22
0.9568 1438.64
0.9567 1432.9
0.9571 1430.6
0.9572 1432.17
0.9566 1432.1
0.9567 1427.85
0.957 1422.99
0.957 1421.74
0.9577 1419.98
0.9577 1422.07
0.9568 1430.17
0.9564 1437.59
0.9559 1443.68
0.9555 1451.78
0.9555 1451.0
0.9559 1446.56
0.956 1442.58
0.9565 1439.29
0.9569 1442.47
0.9571 1447.66
0.9569 1459.73
0.9567 1475.69
0.9564 1477.16
0.9565 1475.87
0.9562 1471.3
0.9565 1465.14
0.9568 1458.63
0.9575 1453.4
0.9573 1449.17
0.9572 1448.68
0.9569 1456.43
0.9568 1462.65
0.9564 1466.26
0.9561 1472.18
0.9555 1478.95
0.9561 1476.72
0.9559 1476.98
0.9565 1481.44
0.9555 1490.27
0.9551 1483.2
0.9551 1469.21
0.9552 1464.26
0.9552 1453.2
