Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9157 2998.47
0.9185 2958.02
0.9179 2962.06
0.9181 2957.58
0.9186 2944.64
0.9165 2944.7
0.9165 2949.98
0.9167 2967.28
0.9162 3008.38
0.9174 2950.92
0.9181 2966.9
0.9175 2956.19
0.9161 2961.19
0.9179 2936.76
0.9172 2957.23
0.9147 3007.02
0.9173 2987.7
0.9178 2962.61
0.919 2945.36
0.9167 2983.06
0.9183 2969.82
0.9199 2943.18
0.918 2965.83
0.9181 2972.53
0.9172 3010.11
0.918 2974.68
0.9178 2954.84
0.9191 2935.28
0.9165 3013.86
0.9171 2963.11
0.9172 2964.32
0.9178 2945.32
0.919 2943.42
0.9172 2993.57
0.9182 2958.71
0.9188 2957.85
0.9183 2953.0
0.9185 2956.2
0.9191 2965.65
0.9177 3010.92
0.9183 2985.59
0.9184 2979.61
0.9188 2968.83
0.9186 2966.13
0.9172 2954.89
0.9177 2963.02
0.9164 2973.88
0.9177 2952.93
0.916 3031.1
0.9157 3016.6
0.916 3006.53
0.915 3031.42
0.9135 3019.25
0.915 2985.0
0.9161 2956.52
0.9166 2949.33
0.9182 2931.03
0.917 2939.49
0.9152 2957.12
0.9157 2960.35
0.9148 3023.7
0.9167 2963.16
0.9165 2995.97
0.916 2980.56
0.9162 2971.79
0.9168 2961.7
0.9175 2955.12
0.9176 2967.49
0.9181 2952.74
0.9177 2956.93
0.9163 2976.57
0.9159 2956.31
0.9176 2954.32
0.9175 2963.96
0.918 2948.41
0.9167 2953.65
0.9167 2950.23
